CODGEO,total_establishment,micro_firms,small_firms,medium_firms,large_firms,agriculture_est,industry_est,construction_est,commerce_transport_est,public_est
45113,9,8,0,0,0,1,0,2,5,1
45114,6,5,0,0,0,3,0,1,1,1
45115,126,99,13,4,0,4,13,15,78,16
45116,16,12,1,0,0,7,1,3,3,2
45118,9,7,0,0,0,4,0,1,3,1
45119,42,29,10,2,0,6,5,8,19,4
45120,5,4,1,0,0,1,0,0,3,1
45121,10,9,1,0,0,2,0,2,5,1
45122,42,30,7,2,1,7,7,5,17,6
45123,36,28,4,0,0,2,0,14,16,4
45124,3,2,0,0,0,1,0,0,1,1
45125,1,1,0,0,0,0,0,0,0,1
45126,34,26,4,1,0,0,2,4,24,4
45127,73,55,8,3,0,2,9,8,46,8
45129,36,27,6,0,0,6,2,6,18,4
45130,37,23,9,2,0,5,5,11,9,7
45131,9,9,0,0,0,1,2,1,3,2
45132,7,7,0,0,0,1,1,2,2,1
45133,12,9,2,1,0,2,2,2,4,2
45134,37,29,4,0,0,8,1,5,16,7
45135,7,6,0,0,0,1,1,0,4,1
45136,8,7,0,0,0,2,0,0,2,4
45137,16,12,1,3,0,1,4,1,7,3
45138,6,5,0,0,0,4,1,0,0,1
45139,7,6,1,0,0,1,1,0,4,1
45141,3,3,0,0,0,0,0,1,1,1
45142,99,73,16,3,0,1,9,14,58,17
45143,1,1,0,0,0,0,0,0,0,1
45144,30,23,3,0,0,8,0,1,14,7
45145,100,67,20,5,0,1,21,10,55,13
45146,212,155,26,8,1,2,24,20,136,30
45147,564,397,93,26,12,4,36,71,400,53
45148,50,33,13,1,0,0,13,7,27,3
45149,3,3,0,0,0,0,0,0,2,1
45150,2,2,0,0,0,0,0,1,0,1
45151,2,2,0,0,0,0,0,1,0,1
45152,4,3,0,0,0,2,1,0,0,1
45153,12,11,0,0,0,5,0,4,1,2
45154,43,24,9,4,1,4,3,8,25,3
45155,557,413,80,15,6,3,40,66,361,87
45156,14,13,0,0,0,3,0,6,3,2
45157,7,7,0,0,0,1,1,1,1,3
45158,13,11,2,0,0,3,2,0,5,3
45159,2,2,0,0,0,0,0,0,1,1
45160,14,11,0,0,0,5,1,5,1,2
45161,20,18,1,0,0,6,1,1,9,3
45162,16,11,1,0,0,5,0,1,7,3
45164,13,12,0,0,0,2,1,5,3,2
45165,12,10,0,0,0,0,0,3,6,3
45166,3,3,0,0,0,1,0,1,0,1
45167,26,22,3,1,0,2,2,4,13,5
45168,12,11,0,0,0,1,1,1,7,2
45169,399,244,108,21,2,0,39,88,253,19
45170,4,2,1,0,0,0,0,1,2,1
45171,15,14,0,0,0,5,1,2,5,2
45173,129,104,10,4,0,3,14,20,74,18
45174,6,5,0,0,0,1,0,2,2,1
45175,27,25,1,0,0,4,2,1,16,4
45176,12,12,0,0,0,0,2,4,5,1
45177,3,2,0,0,0,1,0,0,1,1
45178,27,18,3,1,0,2,6,0,16,3
45179,57,39,5,2,0,3,6,11,27,10
45180,0,0,0,0,0,0,0,0,0,0
45181,5,4,0,0,0,2,0,1,1,1
45182,31,28,1,0,0,2,3,4,17,5
45183,2,1,0,0,0,0,0,0,1,1
45184,11,10,0,0,0,2,0,3,4,2
45185,8,6,1,0,0,2,1,1,3,1
45186,7,4,1,1,0,1,0,0,2,4
45187,103,77,15,7,0,6,11,13,58,15
45188,58,48,5,1,0,1,2,14,33,8
45189,5,3,2,0,0,0,0,1,2,2
45191,217,149,36,9,2,15,26,35,121,20
45193,46,33,6,0,0,2,6,7,28,3
45194,57,45,5,1,0,1,8,17,25,6
45195,13,11,0,0,0,1,2,4,4,2
45196,22,17,2,0,0,3,3,5,8,3
45197,23,17,4,0,0,2,2,3,13,3
45198,5,4,0,0,0,2,0,1,1,1
45199,6,5,0,0,0,3,0,0,1,2
45200,32,23,3,0,0,0,3,7,15,7
45201,1,1,0,0,0,0,0,0,0,1
45202,11,7,4,0,0,1,0,1,7,2
45203,228,162,32,13,3,4,21,26,148,29
45204,20,18,1,0,0,7,0,4,6,3
45205,8,6,1,0,0,0,0,3,4,1
45206,10,9,1,0,0,2,1,2,3,2
45207,7,7,0,0,0,0,0,0,5,2
45208,755,576,86,15,3,13,25,78,503,136
45209,5,5,0,0,0,0,0,1,3,1
45210,14,13,0,0,0,3,4,1,4,2
45212,22,18,2,0,0,3,2,5,9,3
45213,14,13,1,0,0,2,0,3,6,3
45214,3,2,0,0,0,2,0,0,0,1
45215,3,3,0,0,0,0,0,1,1,1
45216,16,9,4,0,0,2,0,2,11,1
45217,1,1,0,0,0,0,0,0,0,1
45218,3,2,0,0,0,1,0,1,0,1
45219,3,3,0,0,0,1,0,0,1,1
45220,14,11,2,0,0,2,2,2,4,4
45222,20,15,1,0,0,3,2,3,9,3
45223,9,7,1,0,0,0,0,1,6,2
45224,133,96,18,8,1,3,16,15,82,17
45225,10,8,1,0,0,0,0,2,6,2
45226,16,11,2,0,0,3,1,3,7,2
45227,10,8,2,0,0,0,0,3,4,3
45228,27,20,2,0,0,7,1,5,11,3
45229,54,36,12,1,1,5,8,10,24,7
45230,11,10,1,0,0,2,0,2,6,1
45231,7,7,0,0,0,4,0,1,1,1
45232,767,532,146,34,10,5,41,64,538,119
45233,5,5,0,0,0,1,1,1,0,2
45234,4008,2825,634,152,40,5,122,211,3016,654
45235,176,94,45,22,2,1,22,22,121,10
45237,3,3,0,0,0,0,0,1,1,1
45238,9,6,1,0,0,0,0,2,5,2
45239,8,6,0,0,0,2,0,2,0,4
45240,35,29,3,1,0,6,1,3,20,5
45241,18,15,1,0,0,4,1,2,8,3
45242,7,5,0,1,0,1,2,1,1,2
45243,5,3,1,0,0,1,0,1,2,1
45244,48,35,11,1,0,2,11,6,22,7
45245,23,19,1,0,0,11,0,3,7,2
45246,3,3,0,0,0,1,0,0,1,1
45247,77,45,18,4,1,7,6,14,42,8
45248,66,53,7,4,0,5,7,5,34,15
45249,5,4,1,0,0,0,0,0,1,4
45250,5,4,0,0,0,0,0,1,3,1
45251,10,9,1,0,0,4,1,1,1,3
45252,389,268,75,12,3,2,26,21,271,69
45253,45,21,19,3,0,2,6,7,19,11
45254,60,39,13,1,1,3,6,13,30,8
45255,13,9,1,0,0,1,0,2,7,3
45256,7,5,0,0,0,5,0,0,1,1
45257,11,9,1,0,0,3,0,0,6,2
45258,97,74,18,2,0,0,17,13,57,10
45259,22,18,2,0,0,4,4,2,10,2
45260,3,2,0,0,0,1,0,0,1,1
45261,18,13,3,0,0,3,2,4,7,2
45262,4,4,0,0,0,2,0,1,0,1
45263,6,6,0,0,0,1,0,2,2,1
45264,4,3,0,0,0,0,0,1,2,1
45265,7,6,0,0,0,2,1,1,1,2
45266,6,3,1,0,0,1,0,3,0,2
45268,16,13,0,0,0,4,1,4,4,3
45269,62,41,12,2,0,0,7,16,27,12
45270,68,53,8,2,0,9,8,8,35,8
45271,18,13,1,0,0,3,3,2,8,2
45272,216,127,59,10,4,21,27,25,130,13
45273,71,54,7,4,2,1,15,7,40,8
45274,172,121,25,3,0,21,9,25,99,18
45275,11,11,0,0,0,4,0,3,2,2
45276,6,6,0,0,0,2,0,1,2,1
45277,7,4,0,1,0,3,0,0,2,2
45278,28,19,6,0,0,3,1,2,18,4
45279,35,28,5,0,0,3,8,9,9,6
45280,18,16,1,0,0,3,5,4,4,2
45281,31,21,4,1,0,7,3,5,13,3
45282,61,42,5,0,0,10,5,13,24,9
45283,8,5,1,0,0,2,0,0,5,1
45284,597,391,131,22,8,2,57,77,390,71
45285,426,265,96,25,7,0,25,74,272,55
45286,237,172,40,4,0,2,15,50,146,24
45288,8,5,2,0,0,0,1,3,3,1
45289,20,17,1,0,0,2,1,4,9,4
45290,47,38,5,0,1,3,4,7,28,5
45291,8,6,2,0,0,1,1,0,3,3
45292,14,12,1,0,0,5,1,2,3,3
45293,14,9,2,0,0,0,1,3,7,3
45294,2,1,0,0,0,1,0,0,0,1
45296,16,15,1,0,0,3,1,2,7,3
45297,41,31,6,1,0,3,1,5,30,2
45298,186,135,23,5,1,7,9,31,115,24
45299,4,3,1,0,0,2,1,0,0,1
45300,103,86,9,2,0,9,8,25,55,6
45301,4,4,0,0,0,0,0,1,1,2
45302,659,423,150,31,13,3,17,63,486,90
45303,27,19,1,0,0,6,3,3,12,3
45305,7,6,1,0,0,1,0,1,3,2
45306,22,19,1,0,0,4,1,6,9,2
45307,22,14,3,1,0,0,7,6,5,4
45308,113,66,30,7,2,2,14,26,59,12
45309,13,12,1,0,0,3,1,1,5,3
45310,47,34,7,1,2,4,5,9,24,5
45311,17,15,1,0,0,5,3,1,5,3
45312,16,12,0,1,0,1,4,1,8,2
45313,16,15,0,0,0,3,1,2,7,3
45314,10,9,0,0,0,0,1,0,6,3
45315,205,150,28,5,3,4,22,27,131,21
45316,18,15,2,0,0,1,0,2,12,3
45317,85,60,13,0,1,3,8,11,55,8
45320,5,4,0,1,0,1,1,2,0,1
45321,10,10,0,0,0,2,0,2,3,3
45322,1,1,0,0,0,0,0,0,0,1
45323,16,14,2,0,0,7,3,0,4,2
45324,51,43,5,1,0,3,3,11,26,8
45325,5,5,0,0,0,2,1,1,0,1
45326,10,7,1,0,0,2,1,3,3,1
45327,69,52,8,1,0,4,4,22,30,9
45328,6,5,1,0,0,2,1,0,1,2
45329,25,20,2,0,0,5,2,4,11,3
45330,7,7,0,0,0,3,0,3,0,1
45331,11,9,1,0,0,1,1,2,4,3
45332,33,23,5,1,0,1,3,6,20,3
45333,32,25,6,0,0,3,2,8,16,3
45334,11,8,0,0,0,2,0,4,1,4
45335,39,32,5,0,0,3,2,5,24,5
45336,23,16,4,0,0,4,2,2,12,3
45337,10,9,0,0,0,5,0,1,3,1
45338,259,179,57,10,0,5,21,59,156,18
45339,12,11,0,0,0,6,0,2,3,1
45340,15,11,0,0,0,5,2,4,2,2
45341,10,9,0,0,0,2,1,5,1,1
45342,5,5,0,0,0,0,0,1,2,2
45343,3,3,0,0,0,0,1,0,1,1
45344,12,10,1,0,0,0,1,4,5,2
45345,19,12,3,0,0,1,0,1,15,2
45346,45,38,3,0,0,1,5,7,24,8
45347,10,9,1,0,0,0,1,1,6,2
45348,13,11,0,0,0,1,0,4,6,2
46001,17,12,2,0,0,5,2,1,7,2
46002,3,3,0,0,0,1,1,0,0,1
46003,30,25,3,0,0,2,5,4,13,6
46004,5,5,0,0,0,2,2,0,0,1
46005,16,14,0,0,0,3,0,1,10,2
46006,9,6,0,0,0,2,0,4,2,1
46007,14,9,2,1,0,0,3,3,5,3
46008,4,4,0,0,0,0,0,0,3,1
46009,27,19,3,0,0,2,0,2,19,4
46010,3,3,0,0,0,0,1,0,0,2
46011,5,3,1,0,0,0,1,1,2,1
46012,18,15,1,0,0,1,2,3,10,2
46013,3,3,0,0,0,0,0,0,2,1
46015,56,44,7,2,0,4,10,11,24,7
46016,11,8,0,0,0,3,1,2,3,2
46017,4,4,0,0,0,1,0,1,1,1
46018,9,6,0,0,0,5,0,0,3,1
46020,6,5,0,0,0,2,0,1,2,1
46021,11,8,2,0,0,1,2,2,2,4
46022,5,3,0,0,0,2,0,0,2,1
46023,13,12,1,0,0,5,0,2,4,2
46024,8,6,1,0,0,1,1,2,3,1
46026,3,3,0,0,0,1,0,0,1,1
46027,1,1,0,0,0,0,0,0,0,1
46028,47,38,2,0,0,8,6,6,24,3
46029,83,54,19,5,1,0,11,8,53,11
46030,5,4,0,0,0,0,0,0,4,1
46031,2,1,0,0,0,0,0,0,1,1
46032,8,7,0,0,0,0,1,3,2,2
46033,10,8,1,0,0,4,2,1,2,1
46034,3,3,0,0,0,1,1,0,0,1
46035,1,1,0,0,0,0,0,0,0,1
46036,3,3,0,0,0,0,0,1,1,1
46037,8,7,0,0,0,0,1,0,6,1
46038,63,47,10,1,0,0,6,12,34,11
46039,9,6,2,0,0,0,2,3,2,2
46040,12,7,2,0,0,1,2,2,6,1
46041,4,3,0,0,0,0,0,2,1,1
46042,1166,849,175,41,9,5,61,72,825,203
46043,3,3,0,0,0,0,0,1,0,2
46044,15,7,6,0,0,3,2,0,7,3
46045,70,52,8,1,0,2,6,6,45,11
46046,4,4,0,0,0,0,0,2,0,2
46047,3,2,0,0,0,0,0,0,2,1
46049,7,5,0,0,0,1,1,2,2,1
46050,3,2,0,0,0,2,0,0,0,1
46051,23,16,5,0,0,0,4,2,13,4
46052,4,3,0,0,0,0,0,1,2,1
46053,4,4,0,0,0,0,1,0,1,2
46054,6,4,1,0,0,1,0,2,2,1
46055,48,32,12,1,0,2,8,6,30,2
46056,1,1,0,0,0,0,0,0,0,1
46057,12,10,1,0,0,1,0,1,3,7
46058,17,10,1,0,0,2,1,3,8,3
46059,1,1,0,0,0,0,0,0,0,1
46060,3,3,0,0,0,1,0,1,0,1
46061,6,5,0,0,0,3,0,0,2,1
46062,9,8,0,1,0,0,2,2,3,2
46063,78,60,7,1,0,9,5,5,43,16
46064,39,29,6,2,0,1,7,7,17,7
46065,12,10,1,0,0,1,1,1,8,1
46066,28,24,3,0,0,1,3,4,15,5
46068,7,7,0,0,0,1,0,2,3,1
46069,1,1,0,0,0,0,0,0,0,1
46070,16,14,2,0,0,1,0,5,5,5
46072,7,5,0,0,0,1,0,2,2,2
46073,7,5,0,0,0,0,1,2,2,2
46074,3,2,0,0,0,0,1,0,1,1
46075,3,3,0,0,0,1,0,0,1,1
46076,8,4,0,0,0,2,2,0,3,1
46078,5,5,0,0,0,3,0,1,0,1
46079,4,4,0,0,0,0,0,1,1,2
46080,26,22,0,0,0,0,7,6,10,3
46081,1,1,0,0,0,0,0,0,0,1
46082,6,5,0,0,0,0,1,1,3,1
46083,41,31,3,0,0,6,3,4,20,8
46084,9,9,0,0,0,3,1,0,4,1
46085,10,10,0,0,0,0,2,3,3,2
46086,9,7,0,0,0,4,0,0,3,2
46087,6,6,0,0,0,0,0,0,4,2
46088,18,12,2,0,0,3,1,2,9,3
46089,18,11,2,0,0,3,1,3,9,2
46090,4,4,0,0,0,1,0,1,1,1
46091,4,4,0,0,0,1,0,2,0,1
46092,2,2,0,0,0,0,1,0,0,1
46093,1,1,0,0,0,0,0,0,0,1
46094,4,4,0,0,0,0,0,1,2,1
46095,15,11,2,0,0,1,1,2,8,3
46096,3,3,0,0,0,1,0,0,1,1
46097,5,5,0,0,0,3,0,0,1,1
46098,12,8,0,0,0,3,3,2,2,2
46100,8,8,0,0,0,1,1,2,2,2
46101,9,8,0,0,0,1,1,2,3,2
46102,527,381,77,17,5,1,37,33,366,90
46103,29,20,3,0,0,6,2,9,10,2
46104,2,1,0,0,0,1,0,0,0,1
46105,6,3,0,0,0,1,0,3,1,1
46106,8,7,0,0,0,3,0,1,3,1
46107,14,12,0,0,0,3,1,3,6,1
46108,8,6,1,0,0,2,0,0,3,3
46109,51,31,17,1,0,2,9,7,29,4
46111,2,2,0,0,0,0,0,1,0,1
46112,3,3,0,0,0,0,0,1,0,2
46113,6,5,0,0,0,0,0,1,4,1
46114,11,11,0,0,0,0,2,1,6,2
46115,4,3,0,0,0,0,0,0,3,1
46116,2,1,0,0,0,0,0,0,1,1
46117,19,15,4,0,0,0,5,5,6,3
46118,15,12,1,0,0,2,0,3,8,2
46119,8,6,0,0,0,2,2,0,2,2
46120,10,9,0,0,0,0,0,3,5,2
46121,4,4,0,0,0,2,0,0,0,2
46122,6,6,0,0,0,2,0,1,2,1
46123,6,5,1,0,0,1,0,1,2,2
46124,9,8,1,0,0,2,2,1,1,3
46125,11,9,0,0,0,3,1,0,5,2
46126,9,8,0,0,0,2,2,0,3,2
46127,259,194,39,8,1,7,20,23,170,39
46128,173,127,26,6,2,1,15,15,115,27
46129,10,8,0,0,0,2,1,4,1,2
46130,8,8,0,0,0,3,0,2,2,1
46131,4,4,0,0,0,0,0,0,3,1
46132,3,3,0,0,0,0,0,2,0,1
46133,6,5,0,0,0,0,1,2,2,1
46134,4,4,0,0,0,1,0,1,0,2
46135,3,3,0,0,0,2,0,0,0,1
46136,5,4,0,0,0,0,0,1,2,2
46137,15,9,4,0,0,4,0,3,6,2
46138,36,21,10,0,0,2,1,3,21,9
46139,5,4,0,0,0,2,0,0,1,2
46140,5,3,1,0,0,0,1,1,2,1
46142,9,8,0,0,0,4,0,0,4,1
46143,72,52,14,2,0,2,9,9,39,13
46144,10,4,2,0,0,0,0,1,8,1
46145,21,15,5,0,0,6,4,5,4,2
46146,1,1,0,0,0,0,0,0,0,1
46147,5,4,1,0,0,1,1,2,0,1
46148,58,46,10,0,0,3,2,5,31,17
46149,15,10,3,0,0,0,1,5,7,2
46151,1,1,0,0,0,0,0,0,0,1
46152,6,6,0,0,0,2,0,1,1,2
46153,9,4,0,0,0,2,1,0,5,1
46154,5,3,0,0,0,2,0,0,1,2
46155,4,4,0,0,0,1,0,1,1,1
46156,24,20,3,0,0,3,1,5,11,4
46157,4,3,0,0,0,0,0,1,2,1
46159,7,7,0,0,0,2,2,0,2,1
46160,22,16,4,0,0,2,2,1,12,5
46161,5,5,0,0,0,3,0,0,0,2
46162,6,5,1,0,0,0,0,0,3,3
46163,7,2,1,1,0,0,1,2,2,2
46164,5,4,1,0,0,0,1,1,1,2
46165,11,10,1,0,0,1,0,3,5,2
46167,2,2,0,0,0,0,0,0,1,1
46168,2,2,0,0,0,0,0,0,1,1
46169,5,5,0,0,0,1,1,1,1,1
46170,22,14,4,2,1,1,3,2,8,8
46171,7,3,0,0,0,2,0,1,2,2
46172,13,10,2,1,0,0,2,3,5,3
46173,37,26,5,0,0,1,2,1,24,9
46174,7,7,0,0,0,2,0,1,2,2
46175,14,10,3,0,0,0,0,2,9,3
46176,22,16,2,0,0,0,3,3,13,3
46177,15,10,1,1,0,1,2,2,8,2
46178,7,6,0,0,0,1,0,2,3,1
46179,1,1,0,0,0,0,0,0,0,1
46180,4,3,0,0,0,0,0,1,1,2
46181,4,3,0,0,0,3,0,0,0,1
46182,51,37,7,3,0,6,5,4,26,10
46183,10,5,0,0,0,1,1,0,6,2
46184,12,10,0,0,0,1,0,5,4,2
46185,87,66,7,2,0,4,5,6,57,15
46186,5,5,0,0,0,3,0,0,1,1
46187,19,10,0,0,0,3,1,3,11,1
46188,7,6,1,0,0,1,0,2,3,1
46189,10,8,0,0,0,5,1,1,1,2
46190,1,1,0,0,0,0,0,0,0,1
46191,46,33,12,1,0,2,7,5,27,5
46192,8,6,0,0,0,1,1,2,3,1
46193,8,8,0,0,0,2,1,1,2,2
46194,6,5,0,0,0,1,0,0,2,3
46195,8,7,0,0,0,3,2,1,0,2
46196,4,3,0,0,0,0,1,0,2,1
46197,53,39,9,1,0,2,6,13,29,3
46198,1,1,0,0,0,0,0,0,0,1
46199,6,5,0,0,0,0,1,2,2,1
46200,9,6,3,0,0,1,1,5,0,2
46201,71,54,6,4,0,3,4,3,49,12
46202,16,11,2,0,0,3,2,2,7,2
46203,18,15,2,0,0,2,2,3,8,3
46204,14,9,2,0,1,2,1,1,7,3
46205,4,3,1,0,0,0,0,1,2,1
46206,6,4,0,0,0,2,0,3,0,1
46207,6,4,0,1,0,2,0,0,2,2
46208,13,10,0,0,0,4,3,0,5,1
46209,2,2,0,0,0,0,0,0,1,1
46210,2,2,0,0,0,0,0,1,0,1
46211,7,5,1,0,0,4,0,0,0,3
46212,2,1,0,0,0,0,0,0,1,1
46213,18,9,1,0,0,1,2,0,14,1
46214,20,16,2,0,0,7,1,2,9,1
46215,24,16,3,0,0,3,2,3,12,4
46216,23,18,2,0,0,2,1,7,11,2
46217,10,10,0,0,0,3,2,2,1,2
46218,11,7,1,0,0,4,1,1,4,1
46219,6,5,0,0,0,1,1,0,1,3
46220,14,11,2,0,0,1,1,3,7,2
46221,9,6,1,0,0,1,0,1,5,2
46222,3,2,0,0,0,1,0,0,1,1
46223,1,1,0,0,0,0,0,0,0,1
46224,60,47,5,3,0,1,2,8,36,13
46225,127,107,12,1,0,8,10,14,79,16
46226,2,2,0,0,0,1,0,0,0,1
46227,3,2,0,0,0,0,0,0,1,2
46228,16,14,2,0,0,4,1,1,6,4
46229,24,20,3,0,0,1,4,3,11,5
46230,3,3,0,0,0,1,0,1,0,1
46231,76,49,14,3,0,8,7,12,37,12
46232,39,32,4,1,0,5,5,3,17,9
46233,3,3,0,0,0,1,0,1,0,1
46234,1,1,0,0,0,0,0,0,0,1
46235,3,3,0,0,0,1,1,0,0,1
46236,4,3,0,0,0,0,0,1,2,1
46237,8,8,0,0,0,0,3,1,2,2
46238,18,14,3,0,0,2,2,3,9,2
46239,3,3,0,0,0,0,0,1,1,1
46240,96,49,5,1,0,6,7,2,76,5
46241,2,2,0,0,0,0,1,0,0,1
46242,2,2,0,0,0,1,0,0,0,1
46243,7,6,0,0,0,3,0,3,0,1
46244,3,3,0,0,0,2,0,0,0,1
46245,2,2,0,0,0,1,0,0,0,1
46246,1,1,0,0,0,0,0,0,0,1
46247,2,1,0,0,0,0,0,1,0,1
46249,5,5,0,0,0,1,0,0,3,1
46250,3,2,0,0,0,1,0,0,1,1
46251,200,149,26,3,1,3,18,13,141,25
46252,7,6,0,0,0,0,1,3,1,2
46253,5,3,0,0,0,0,0,1,3,1
46254,3,3,0,0,0,1,0,0,1,1
46255,12,10,0,0,0,6,0,2,2,2
46256,28,16,0,0,0,1,3,0,23,1
46257,3,3,0,0,0,0,0,1,1,1
46258,2,1,0,0,0,0,0,0,1,1
46259,3,2,1,0,0,0,2,0,0,1
46260,5,3,0,0,0,2,0,1,1,1
46262,20,13,2,0,0,3,2,6,8,1
46263,19,13,0,0,0,3,1,4,9,2
46264,8,5,3,0,0,0,4,0,2,2
46265,5,3,1,0,0,0,0,1,3,1
46266,9,9,0,0,0,0,1,3,2,3
46267,14,9,1,0,0,0,2,2,6,4
46268,20,15,2,0,0,2,4,1,9,4
46269,2,2,0,0,0,0,1,0,0,1
46270,8,8,0,0,0,0,0,5,2,1
46271,10,8,1,0,0,2,0,0,7,1
46272,5,5,0,0,0,1,0,2,1,1
46273,44,35,3,4,0,0,6,9,25,4
46276,6,5,1,0,0,1,1,3,0,1
46277,5,5,0,0,0,3,0,0,2,0
46279,9,7,0,0,0,5,0,1,2,1
46280,3,2,1,0,0,0,0,0,2,1
46281,9,9,0,0,0,2,0,2,4,1
46282,3,2,0,0,0,1,0,1,0,1
46283,9,9,0,0,0,1,0,2,4,2
46284,19,18,1,0,0,1,1,1,14,2
46286,2,1,0,0,0,0,0,0,1,1
46288,2,2,0,0,0,0,0,1,0,1
46289,3,2,0,0,0,0,0,1,1,1
46290,6,5,0,0,0,1,0,2,2,1
46292,4,3,0,0,0,0,0,1,2,1
46293,29,20,3,0,0,2,2,6,16,3
46294,5,4,0,0,0,2,0,0,1,2
46295,2,2,0,0,0,0,0,0,1,1
46296,13,11,0,0,0,8,1,0,3,1
46297,29,21,5,1,0,4,2,4,12,7
46299,7,6,0,0,0,1,2,1,2,1
46301,19,17,1,1,0,2,3,4,8,2
46302,7,4,0,0,0,3,0,1,2,1
46303,4,3,0,0,0,1,0,1,1,1
46304,2,2,0,0,0,1,0,0,1,0
46305,11,10,0,0,0,6,0,2,1,2
46306,2,1,0,0,0,0,0,1,0,1
46307,12,11,0,0,0,6,0,1,3,2
46308,4,4,0,0,0,2,0,1,0,1
46309,219,157,33,8,0,4,23,15,145,32
46310,2,2,0,0,0,0,0,0,1,1
46311,37,28,3,1,0,5,2,9,15,6
46312,8,7,0,0,0,3,1,2,1,1
46313,7,7,0,0,0,1,0,3,1,2
46314,8,6,2,0,0,1,2,2,1,2
46315,5,3,0,0,0,0,1,1,1,2
46316,8,7,1,0,0,2,2,1,1,2
46317,14,12,0,1,0,2,2,2,5,3
46318,8,8,0,0,0,2,3,0,2,1
46319,6,5,0,0,0,0,2,2,1,1
46320,16,11,1,0,0,2,1,1,10,2
46321,7,6,0,0,0,2,1,0,2,2
46322,20,16,1,0,0,5,1,6,6,2
46323,4,3,0,0,0,0,1,1,1,1
46324,6,5,0,0,0,2,0,1,2,1
46328,8,7,0,0,0,1,0,1,3,3
46329,6,3,2,0,0,1,0,1,2,2
46330,63,45,10,3,0,0,6,5,44,8
46332,3,2,0,0,0,0,0,0,2,1
46333,3,2,0,0,0,0,0,0,2,1
46334,52,44,5,0,0,2,5,5,36,4
46335,11,9,1,0,0,5,2,1,2,1
46336,19,15,3,0,0,7,1,2,6,3
46337,6,5,0,0,0,2,2,0,1,1
46338,5,5,0,0,0,3,0,0,1,1
46339,5,4,0,0,0,1,1,1,1,1
46340,11,7,1,0,0,0,1,2,6,2
47001,1586,1156,238,54,10,3,60,49,1193,281
47002,5,5,0,0,0,2,0,1,1,1
47003,4,4,0,0,0,0,1,1,1,1
47004,144,95,24,5,0,16,7,16,84,21
47005,21,17,2,1,0,2,2,2,9,6
47006,37,27,5,0,0,6,1,8,17,5
47007,9,6,1,0,0,4,0,0,2,3
47008,7,5,0,0,0,1,0,2,2,2
47009,10,8,1,1,0,3,3,2,1,1
47010,6,5,0,0,0,1,0,2,2,1
47011,3,2,0,0,0,0,0,1,1,1
47012,4,4,0,0,0,3,0,0,0,1
47013,8,7,0,0,0,2,0,2,2,2
47014,5,5,0,0,0,1,0,0,3,1
47015,67,51,6,2,0,5,4,9,36,13
47016,20,14,3,0,0,4,0,6,7,3
47017,13,13,0,0,0,4,0,2,5,2
47018,7,7,0,0,0,1,0,1,3,2
47019,10,5,2,0,0,0,0,3,6,1
47020,7,3,2,0,0,4,1,0,1,1
47021,38,28,5,0,0,3,3,7,17,8
47022,10,8,1,1,0,3,1,2,2,2
47023,12,9,0,0,0,9,0,0,2,1
47024,33,26,4,1,0,6,2,7,16,2
47025,23,16,3,0,0,6,1,1,10,5
47026,2,2,0,0,0,0,1,0,0,1
47027,164,116,31,2,0,11,7,11,126,9
47028,23,11,5,0,0,8,1,4,8,2
47029,11,11,0,0,0,3,2,0,4,2
47030,5,4,0,0,0,1,0,3,0,1
47031,502,340,118,12,3,4,26,41,403,28
47032,189,123,42,12,0,3,33,22,103,28
47033,10,9,1,0,0,4,0,2,3,1
47034,29,28,1,0,0,3,3,4,13,6
47035,9,6,1,0,0,4,1,1,1,2
47036,6,6,0,0,0,1,2,1,0,2
47037,8,7,1,0,0,2,1,1,3,1
47038,48,33,2,1,0,21,5,1,20,1
47039,4,3,0,0,0,1,0,0,2,1
47040,64,49,12,0,0,1,10,13,36,4
47041,25,23,0,0,0,11,1,2,9,2
47042,13,10,2,0,0,12,0,0,0,1
47043,41,30,4,2,0,12,4,7,16,2
47044,11,8,2,0,0,2,1,5,2,1
47045,17,13,3,0,0,6,1,2,6,2
47046,13,9,1,0,0,5,1,2,3,2
47047,6,6,0,0,0,2,0,0,3,1
47048,57,39,8,2,0,9,6,7,30,5
47049,62,45,6,4,2,11,6,6,26,13
47050,6,6,0,0,0,3,0,1,1,1
47051,141,95,31,4,0,2,16,14,100,9
47052,215,155,32,6,0,8,19,20,143,25
47053,10,9,1,0,0,2,0,4,2,2
47054,58,43,8,3,0,6,5,10,21,16
47055,17,12,4,0,0,5,2,3,5,2
47056,15,11,1,0,0,4,0,4,4,3
47057,65,49,7,2,0,3,7,7,34,14
47058,5,3,2,0,0,0,0,0,2,3
47059,7,5,0,0,0,3,1,0,2,1
47060,30,26,1,0,0,7,3,5,13,2
47061,20,14,3,0,0,7,1,6,3,3
47062,8,8,0,0,0,2,0,4,0,2
47063,4,4,0,0,0,2,0,1,0,1
47064,8,5,0,0,0,4,0,0,2,2
47065,79,57,10,4,0,18,5,8,38,10
47066,20,13,2,0,0,6,0,3,9,2
47067,6,4,1,0,0,3,0,2,0,1
47068,34,27,2,0,0,13,4,6,9,2
47069,95,69,14,2,0,4,9,20,52,10
47070,29,25,3,0,0,1,8,3,15,2
47071,19,11,3,0,0,6,3,2,5,3
47072,6,6,0,0,0,2,0,0,3,1
