CODGEO,total_establishment,micro_firms,small_firms,medium_firms,large_firms,agriculture_est,industry_est,construction_est,commerce_transport_est,public_est
42303,3,2,0,0,0,2,0,0,0,1
42304,131,99,17,6,0,3,11,38,65,14
42305,314,185,87,25,3,2,53,28,189,42
42306,9,7,0,0,0,0,0,1,6,2
42307,11,10,1,0,0,2,1,0,6,2
42308,18,13,2,0,0,3,1,2,9,3
42310,3,2,0,0,0,0,0,0,2,1
42311,31,21,7,0,0,0,2,14,12,3
42312,30,21,7,1,0,0,6,6,14,4
42313,20,16,2,0,0,2,4,4,7,3
42314,8,8,0,0,0,1,1,2,1,3
42315,10,8,1,0,0,1,0,4,3,2
42316,164,130,12,4,0,1,19,28,94,22
42317,3,3,0,0,0,1,0,0,0,2
42318,41,31,4,1,0,4,4,8,18,7
42319,11,11,0,0,0,3,1,2,3,2
42320,20,19,0,0,0,6,1,2,8,3
42321,4,3,1,0,0,0,0,0,2,2
42322,10,8,0,0,0,1,0,2,3,4
42323,294,223,42,10,2,1,38,48,180,27
42324,18,9,4,0,0,2,3,1,9,3
42325,5,5,0,0,0,2,0,1,0,2
42326,19,15,1,0,0,5,0,4,8,2
42327,11,10,0,0,0,2,0,1,7,1
42328,18,13,5,0,0,2,1,4,6,5
42329,6,6,0,0,0,0,1,2,2,1
42330,244,173,43,6,1,1,20,18,183,22
42331,19,17,1,0,0,1,1,6,7,4
42332,67,51,10,1,0,1,0,6,49,11
42333,10,10,0,0,0,0,2,3,3,2
42334,39,29,2,3,0,3,3,3,22,8
42335,7,6,0,0,0,0,0,2,3,2
42336,13,13,0,0,0,1,0,3,6,3
42337,6,5,0,0,0,2,1,1,1,1
42338,43,29,10,0,0,3,8,6,19,7
42339,4,4,0,0,0,1,1,0,0,2
43001,3,3,0,0,0,2,0,0,0,1
43002,37,29,6,1,0,1,0,3,25,8
43003,41,28,8,2,0,6,6,7,15,7
43004,5,3,0,0,0,3,0,0,1,1
43005,6,4,0,0,0,0,0,2,2,2
43006,9,8,1,0,0,3,0,0,4,2
43007,16,11,2,1,0,1,6,2,3,4
43008,5,4,0,0,0,3,0,0,1,1
43009,1,1,0,0,0,0,0,0,0,1
43010,17,14,2,0,0,1,1,4,9,2
43011,3,3,0,0,0,0,0,1,2,0
43012,111,72,25,3,0,4,14,13,66,14
43013,9,8,0,0,0,1,3,0,3,2
43014,4,3,0,0,0,2,0,0,1,1
43015,2,1,0,0,0,1,0,0,0,1
43016,13,9,3,0,0,1,3,2,3,4
43017,5,5,0,0,0,2,0,0,1,2
43018,31,24,1,1,0,6,2,3,13,7
43019,3,3,0,0,0,2,0,0,0,1
43020,119,89,15,5,0,7,22,28,47,15
43021,27,21,3,1,0,3,2,6,10,6
43022,5,3,0,0,0,1,0,1,2,1
43023,8,8,0,0,0,0,0,3,4,1
43024,16,10,3,0,0,4,2,2,3,5
43025,66,46,9,3,1,7,12,7,30,10
43026,11,7,0,0,0,2,1,5,1,2
43027,3,2,0,0,0,1,0,0,1,1
43028,3,3,0,0,0,0,1,1,0,1
43029,4,4,0,0,0,1,0,1,1,1
43030,7,7,0,0,0,0,0,1,4,2
43031,4,3,0,0,0,1,0,1,1,1
43032,45,28,11,0,1,1,6,6,26,6
43033,24,14,3,0,0,2,3,3,13,3
43034,12,11,0,0,0,3,0,3,4,2
43035,1,0,1,0,0,0,0,0,0,1
43036,7,5,0,0,0,0,0,2,3,2
43037,16,12,0,0,0,7,0,0,7,2
43038,18,17,1,0,0,4,0,2,10,2
43039,17,15,0,0,0,9,1,0,5,2
43040,402,289,64,12,1,4,37,24,284,53
43041,261,182,57,9,1,0,19,23,185,34
43042,26,22,3,1,0,5,0,6,11,4
43043,9,9,0,0,0,4,0,1,2,2
43044,3,3,0,0,0,1,0,0,0,2
43045,10,8,0,0,0,1,1,1,5,2
43046,64,44,16,2,0,0,6,4,36,18
43047,6,5,0,0,0,1,0,2,2,1
43048,53,41,5,1,0,4,5,4,28,12
43049,12,10,0,0,0,1,1,2,4,4
43050,3,3,0,0,0,0,1,0,1,1
43051,128,99,9,6,0,1,8,14,86,19
43052,7,5,1,0,0,1,0,1,1,4
43053,5,4,0,0,0,1,0,0,3,1
43054,11,8,0,0,0,4,1,1,4,1
43055,6,4,0,0,0,1,0,1,3,1
43056,17,14,1,0,0,4,3,3,6,1
43057,1,1,0,0,0,0,0,0,0,1
43058,22,14,4,0,1,2,7,1,10,2
43059,4,3,1,0,0,1,2,0,0,1
43060,6,6,0,0,0,4,1,0,0,1
43061,13,12,0,0,0,1,0,4,5,3
43062,56,37,12,3,1,3,9,8,33,3
43063,4,4,0,0,0,2,0,0,0,2
43064,2,1,0,0,0,0,0,0,1,1
43065,4,4,0,0,0,1,1,0,1,1
43066,4,4,0,0,0,1,0,0,2,1
43067,4,3,1,0,0,1,0,0,0,3
43068,0,0,0,0,0,0,0,0,0,0
43069,8,8,0,0,0,3,0,3,0,2
43070,5,3,1,0,0,0,0,1,3,1
43071,14,11,1,0,0,5,1,1,5,2
43072,5,4,0,0,0,1,0,1,2,1
43073,5,5,0,0,0,1,1,1,1,1
43074,62,46,13,0,0,5,14,8,32,3
43075,3,3,0,0,0,2,0,0,0,1
43076,1,1,0,0,0,0,0,0,0,1
43077,34,24,4,0,0,0,3,4,21,6
43078,63,51,3,2,0,4,7,12,30,10
43079,8,5,2,1,0,1,2,0,2,3
43080,118,91,19,1,0,8,17,7,65,21
43082,1,1,0,0,0,0,0,0,0,1
43083,5,4,0,0,0,2,1,1,0,1
43084,41,29,7,3,0,2,3,15,15,6
43085,2,2,0,0,0,0,1,0,0,1
43086,2,1,0,0,0,0,0,0,1,1
43087,115,86,19,3,0,3,29,12,54,17
43088,7,5,0,0,0,2,2,1,0,2
43089,69,44,10,3,0,2,12,6,40,9
43090,5,4,0,0,0,2,0,0,2,1
43091,33,24,3,0,0,3,3,3,21,3
43092,27,22,1,0,0,1,1,2,16,7
43093,6,6,0,0,0,1,0,2,1,2
43094,3,3,0,0,0,2,0,1,0,0
43095,6,6,0,0,0,1,2,1,1,1
43096,21,14,5,1,0,2,2,1,9,7
43097,6,5,0,0,0,2,0,0,3,1
43098,4,3,0,0,0,0,2,0,1,1
43099,5,4,1,0,0,1,1,1,0,2
43100,2,2,0,0,0,1,0,0,0,1
43101,3,2,0,0,0,0,0,1,1,1
43102,16,12,2,0,0,3,3,4,4,2
43103,6,4,1,0,0,1,1,2,1,1
43104,4,3,0,0,0,2,0,1,0,1
43105,4,4,0,0,0,0,0,1,1,2
43106,2,2,0,0,0,1,0,0,0,1
43107,4,2,0,0,0,3,0,0,0,1
43108,11,9,0,0,0,4,2,2,1,2
43109,3,1,1,0,0,0,0,2,0,1
43110,17,14,1,0,0,2,1,6,6,2
43111,38,32,4,0,0,9,2,4,17,6
43112,162,127,20,6,1,4,19,12,103,24
43113,39,32,2,1,0,2,5,12,12,8
43114,33,28,3,0,0,3,4,7,14,5
43115,25,19,2,2,0,2,2,4,12,5
43116,1,1,0,0,0,0,1,0,0,0
43117,7,5,0,0,0,1,0,0,5,1
43118,15,10,3,0,0,0,2,0,8,5
43119,19,14,2,0,0,2,2,5,8,2
43120,43,33,5,2,0,0,11,4,25,3
43121,5,4,0,0,0,3,0,0,1,1
43122,8,6,0,0,0,5,0,1,1,1
43123,16,9,3,0,0,3,0,1,8,4
43124,39,27,6,0,0,3,3,2,23,8
43125,2,2,0,0,0,1,0,0,0,1
43126,13,9,2,0,0,3,1,1,5,3
43127,7,7,0,0,0,0,0,3,3,1
43128,4,3,0,0,0,1,0,0,2,1
43129,3,2,0,0,0,0,0,0,2,1
43130,38,28,4,0,0,4,6,5,17,6
43131,4,4,0,0,0,1,0,0,1,2
43132,37,32,2,1,0,8,7,6,13,3
43133,3,2,0,0,0,2,0,0,0,1
43134,2,1,1,0,0,0,1,0,0,1
43135,77,56,8,4,0,5,8,8,40,16
43136,9,5,0,0,0,2,1,0,5,1
43137,407,306,61,11,1,14,47,26,265,55
43138,13,8,0,0,0,5,0,2,4,2
43139,2,2,0,0,0,1,0,0,0,1
43140,5,5,0,0,0,0,0,2,1,2
43141,55,37,8,5,0,0,13,3,27,12
43142,29,23,2,1,0,8,3,4,12,2
43143,3,3,0,0,0,0,0,0,1,2
43144,7,7,0,0,0,2,0,0,4,1
43145,2,2,0,0,0,0,1,0,0,1
43147,14,10,3,0,0,1,2,1,6,4
43148,39,27,6,2,0,0,6,5,17,11
43149,2,2,0,0,0,1,0,0,0,1
43150,14,12,1,0,0,1,2,2,7,2
43151,7,6,0,0,0,1,1,0,2,3
43152,75,54,15,1,0,7,14,12,32,10
43153,52,44,7,0,0,0,9,8,29,6
43154,26,13,4,3,0,0,1,2,14,9
43155,2,1,0,0,0,0,0,0,1,1
43156,2,1,0,0,0,0,0,0,1,1
43157,1173,873,166,39,5,2,50,55,829,237
43158,9,6,0,0,0,1,1,1,3,3
43159,22,19,1,0,0,4,4,3,9,2
43160,5,4,0,0,0,3,0,1,0,1
43162,78,60,7,1,0,3,10,14,37,14
43163,43,32,9,1,0,2,9,10,15,7
43164,10,9,0,0,0,4,2,1,1,2
43165,52,35,5,5,0,7,8,9,18,10
43166,12,10,0,0,0,4,0,0,5,3
43167,2,2,0,0,0,1,0,0,0,1
43168,4,4,0,0,0,3,0,0,0,1
43169,1,1,0,0,0,0,0,0,0,1
43170,10,8,1,0,0,2,1,1,3,3
43171,2,2,0,0,0,1,0,0,0,1
43172,23,18,3,1,0,1,2,1,17,2
43173,5,4,0,0,0,0,0,0,3,2
43174,20,19,1,0,0,7,1,3,6,3
43175,1,1,0,0,0,0,0,0,0,1
43177,92,65,13,3,0,2,17,14,46,13
43178,3,1,0,0,0,1,0,0,1,1
43180,2,2,0,0,0,1,0,0,0,1
43181,11,9,1,0,0,3,0,0,6,2
43182,3,2,0,0,0,2,0,0,0,1
43183,6,5,0,0,0,1,1,1,2,1
43184,54,46,6,0,0,3,7,10,29,5
43185,71,53,13,1,1,1,8,9,30,23
43186,15,10,0,0,0,4,1,0,8,2
43187,9,7,0,0,0,4,0,1,2,2
43188,20,18,1,0,0,5,2,0,10,3
43189,19,17,1,0,0,8,1,2,6,2
43190,131,81,38,5,1,1,20,22,76,12
43191,5,3,0,0,0,1,1,1,1,1
43192,9,8,0,0,0,4,0,1,2,2
43193,5,4,1,0,0,1,1,0,1,2
43194,14,10,3,0,0,1,3,3,3,4
43195,4,4,0,0,0,2,0,0,1,1
43196,3,2,0,0,0,1,0,0,1,1
43197,16,15,0,0,0,10,1,2,1,2
43198,8,8,0,0,0,3,2,0,1,2
43199,22,15,2,0,0,5,3,1,10,3
43200,74,50,17,1,0,0,8,7,44,15
43201,3,3,0,0,0,1,0,1,0,1
43202,1,1,0,0,0,0,0,0,0,1
43203,9,8,1,0,0,0,2,2,3,2
43204,7,7,0,0,0,3,0,0,3,1
43205,108,73,19,4,0,5,19,16,59,9
43206,7,7,0,0,0,3,0,2,0,2
43207,5,4,0,0,0,0,1,1,2,1
43208,1,1,0,0,0,0,0,0,0,1
43210,6,6,0,0,0,3,1,0,0,2
43211,65,52,8,2,1,3,16,20,17,9
43212,43,33,5,2,0,6,8,7,15,7
43213,70,45,17,2,0,3,17,11,32,7
43214,1,1,0,0,0,0,0,0,0,1
43215,5,3,1,0,0,1,1,0,2,1
43216,109,79,18,2,0,9,15,12,56,17
43217,14,12,1,0,0,7,1,3,1,2
43218,28,19,7,0,0,2,3,9,12,2
43219,2,1,1,0,0,0,0,0,1,1
43220,4,3,0,0,0,0,1,0,1,2
43221,9,6,0,0,0,2,2,0,3,2
43222,9,8,0,0,0,3,1,0,3,2
43223,31,26,4,1,0,4,8,5,10,4
43224,190,128,41,8,1,2,46,24,99,19
43225,3,1,0,0,0,2,0,0,0,1
43226,2,2,0,0,0,0,0,0,1,1
43227,14,14,0,0,0,1,2,4,3,4
43228,2,1,1,0,0,1,0,0,0,1
43229,10,8,1,0,0,3,2,0,4,1
43230,23,19,3,0,0,3,4,1,12,3
43231,1,1,0,0,0,0,0,0,0,1
43232,14,12,2,0,0,0,4,3,5,2
43233,35,26,6,0,0,4,1,13,14,3
43234,103,81,10,4,0,15,11,16,48,13
43236,46,34,7,2,0,2,11,4,22,7
43237,6,5,1,0,0,1,1,0,2,2
43238,4,3,0,0,0,1,0,1,0,2
43239,30,23,1,2,0,7,4,2,15,2
43240,2,2,0,0,0,0,0,0,1,1
43241,49,32,12,2,0,5,3,13,21,7
43242,1,1,0,0,0,0,0,0,0,1
43244,153,117,23,1,0,16,25,23,76,13
43245,5,5,0,0,0,2,1,0,1,1
43246,7,7,0,0,0,2,0,3,0,2
43247,3,3,0,0,0,1,0,0,1,1
43249,11,8,0,0,0,3,1,2,3,2
43250,2,2,0,0,0,0,0,0,0,2
43251,102,65,24,4,2,2,3,6,77,14
43252,1,1,0,0,0,0,0,0,0,1
43253,12,12,0,0,0,3,3,1,2,3
43254,11,11,0,0,0,4,0,1,4,2
43256,14,13,0,0,0,9,2,0,2,1
43257,20,14,1,0,0,8,1,3,6,2
43258,39,30,6,1,0,1,7,3,20,8
43259,12,11,1,0,0,6,1,2,0,3
43260,1,1,0,0,0,0,0,0,0,1
43261,9,8,0,0,0,2,0,1,4,2
43262,32,25,3,2,0,2,7,7,14,2
43263,2,2,0,0,0,0,0,0,1,1
43264,7,6,0,0,0,1,0,3,1,2
43265,33,22,6,1,0,1,6,8,15,3
43267,44,31,7,1,0,2,6,4,22,10
43268,360,264,61,11,0,16,46,29,208,61
44001,51,43,2,0,0,10,2,8,25,6
44002,118,86,22,4,1,5,10,18,68,17
44003,677,460,134,39,10,4,60,49,479,85
44005,165,131,20,6,1,16,17,39,68,25
44006,42,32,2,0,0,7,2,7,19,7
44007,67,54,3,0,0,24,4,10,21,8
44009,327,230,61,11,1,6,15,23,255,28
44010,128,86,6,1,0,7,19,18,78,6
44012,102,72,12,1,0,5,5,7,71,14
44013,45,35,8,1,0,2,10,8,19,6
44014,135,92,26,10,0,8,23,23,73,8
44015,283,210,43,11,1,18,13,37,175,40
44016,19,11,5,1,0,3,4,0,10,2
44018,221,169,36,7,1,5,24,35,126,31
44019,20,17,2,0,0,3,1,1,10,5
44020,542,328,132,40,7,3,53,74,357,55
44021,134,105,11,4,0,28,11,23,54,18
44022,51,38,6,3,0,5,6,7,22,11
44023,71,56,4,1,1,13,6,12,33,7
44024,41,31,3,0,0,3,6,5,20,7
44025,115,79,23,4,0,12,15,20,58,10
44026,913,562,211,62,20,17,85,76,660,75
44027,34,28,3,0,0,3,4,10,11,6
44028,98,78,11,5,1,7,10,16,54,11
44029,206,151,35,7,0,16,24,33,113,20
44030,62,38,8,2,0,1,5,11,32,13
44031,22,20,0,0,0,5,1,2,11,3
44032,78,60,12,3,0,7,8,24,29,10
44033,34,27,5,1,0,2,1,7,20,4
44035,608,375,151,28,13,8,42,69,438,51
44036,601,441,87,23,6,10,44,79,387,81
44037,93,69,19,1,0,14,7,17,42,13
44038,50,39,5,2,0,4,4,16,19,7
44039,28,25,1,1,0,1,1,11,12,3
44041,174,120,33,11,2,9,26,22,105,12
44043,362,252,66,18,2,6,26,21,261,48
44044,15,11,1,0,0,4,1,3,5,2
44045,82,65,7,3,1,6,8,13,47,8
44046,35,30,2,0,0,7,3,4,13,8
44047,550,365,112,30,2,10,62,96,320,62
44048,48,38,4,0,0,8,5,16,14,5
44049,190,144,6,4,0,17,6,10,143,14
44050,32,25,2,0,0,1,0,9,16,6
44051,143,105,21,7,0,29,9,12,77,16
44052,158,105,36,8,1,6,29,25,82,16
44053,26,20,3,0,0,3,4,6,10,3
44054,75,49,16,0,0,5,11,16,34,9
44055,965,742,89,13,2,14,39,78,767,67
44056,68,56,4,2,0,9,1,14,33,11
44057,43,30,7,1,0,8,3,10,15,7
44058,14,10,0,0,0,9,0,1,2,2
44061,55,48,4,0,0,10,3,11,20,11
44062,33,23,5,0,0,0,0,9,17,7
44063,112,82,17,8,1,4,14,12,69,13
44064,88,63,12,5,0,11,3,22,37,15
44065,17,14,1,0,0,5,2,2,5,3
44066,153,106,27,10,0,5,15,32,82,19
44067,159,117,20,3,0,29,8,19,82,21
44068,57,39,7,2,0,9,6,10,20,12
44069,879,633,121,21,3,28,83,99,581,88
44070,149,110,27,3,1,14,17,26,77,15
44071,224,152,49,6,0,15,23,29,137,20
44072,186,145,20,5,2,18,13,27,110,18
44073,182,129,35,7,0,12,20,31,99,20
44074,56,41,6,2,2,0,9,9,31,7
44075,49,36,4,1,0,11,7,7,15,9
44076,25,15,2,0,0,8,1,4,8,4
44077,56,45,9,0,0,11,2,8,26,9
44078,6,5,0,1,0,0,0,2,1,3
44079,77,56,11,1,0,20,8,17,24,8
44080,10,8,1,0,0,1,0,3,3,3
44081,148,111,19,7,0,13,11,30,72,22
44082,110,87,13,4,1,9,4,17,65,15
44083,39,27,5,1,1,10,3,11,8,7
44084,218,154,38,8,1,22,25,19,131,21
44085,22,16,5,1,0,3,4,4,9,2
44086,27,22,2,0,0,12,2,4,4,5
44087,305,209,57,10,6,22,20,40,178,45
44088,51,41,4,1,0,14,2,6,20,9
44089,109,67,23,9,2,4,29,21,46,9
44090,30,24,6,0,0,4,3,12,8,3
44091,39,34,3,0,0,13,3,3,13,7
44092,12,6,0,0,0,2,0,2,6,2
44094,60,46,6,2,0,5,5,8,32,10
44095,29,24,5,0,0,7,4,1,12,5
44096,97,73,17,3,0,11,9,17,50,10
44097,67,48,4,0,0,6,3,7,48,3
44098,119,85,20,3,0,16,12,26,52,13
44099,52,41,7,1,0,14,3,4,21,10
44100,49,41,3,0,0,11,1,14,17,6
44101,156,104,29,8,1,0,7,15,108,26
44102,68,52,6,3,0,10,7,14,28,9
44103,306,179,86,31,3,3,51,24,205,23
44104,13,11,0,0,0,3,0,2,6,2
44105,10,8,0,0,0,6,0,0,0,4
44106,45,36,1,0,0,8,3,3,27,4
44107,32,25,2,0,0,3,2,6,15,6
44108,70,51,8,2,0,17,7,10,27,9
44109,11221,7694,1861,449,132,6,413,507,8901,1394
44110,256,182,47,10,0,16,17,29,163,31
44111,28,23,3,0,0,5,0,5,13,5
44112,11,9,1,0,0,2,3,2,2,2
44113,162,110,28,10,0,8,11,21,93,29
44114,925,600,203,45,10,4,33,87,707,94
44115,74,57,2,2,0,5,2,12,46,9
44116,58,46,5,2,2,1,6,7,27,17
44117,100,79,12,3,0,10,9,16,53,12
44118,25,19,4,0,0,4,0,5,14,2
44119,44,36,2,1,0,9,3,12,13,7
44120,100,74,12,3,0,3,10,15,49,23
44121,9,7,1,0,0,3,0,0,2,4
44122,59,45,8,0,0,7,4,6,35,7
44123,24,23,0,0,0,3,1,7,11,2
44124,16,12,1,1,0,3,2,3,5,3
44125,111,77,3,2,0,4,11,9,79,8
44126,110,86,8,3,0,10,9,20,59,12
44127,76,57,12,1,0,15,7,18,24,12
44128,128,99,12,2,0,28,5,20,59,16
44129,325,217,65,16,3,9,34,30,197,55
44130,194,144,37,4,0,4,21,31,125,13
44131,834,624,109,17,4,23,40,78,608,85
44132,448,356,38,5,1,3,24,36,353,32
44133,55,43,9,1,0,7,2,11,29,6
44134,21,17,4,0,0,5,0,6,7,3
44135,219,153,18,4,0,0,5,17,175,22
44136,50,32,3,0,0,0,3,8,34,5
44137,64,49,10,2,0,2,3,16,34,9
44138,53,30,17,0,0,5,8,9,25,6
44139,29,19,5,0,0,6,2,7,8,6
44140,27,20,2,1,0,4,3,6,10,4
44141,30,21,5,0,0,5,4,6,11,4
44142,41,31,5,1,0,6,6,9,13,7
44143,1220,830,227,58,5,0,73,75,938,134
44144,60,40,14,1,0,8,5,9,24,14
44145,59,43,11,1,0,10,2,11,27,9
44146,53,46,1,1,0,13,4,10,20,6
44148,12,10,2,0,0,6,0,3,0,3
44149,73,56,9,1,0,8,5,17,32,11
44150,173,101,42,18,6,3,21,18,118,13
44151,137,104,15,4,1,6,18,24,75,14
44152,48,32,9,1,0,7,1,3,30,7
44153,30,22,5,0,0,5,2,9,8,6
44154,387,284,53,7,4,2,25,50,267,43
44155,66,55,6,0,0,4,3,22,31,6
44156,49,36,7,2,0,10,7,8,14,10
44157,39,26,7,0,0,8,4,6,17,4
44158,233,175,32,8,2,8,10,41,159,15
44159,27,19,4,0,0,10,1,2,13,1
44161,94,73,12,6,0,13,4,10,49,18
44162,2556,1501,675,181,36,4,146,264,1875,267
44163,94,71,9,3,1,15,12,20,39,8
44164,68,49,14,2,0,6,13,15,24,10
44165,40,32,4,0,1,7,7,7,14,5
44166,85,62,7,2,0,2,4,15,49,15
44168,52,36,6,3,0,0,4,4,31,13
44169,253,181,43,12,1,35,13,44,145,16
44170,25,21,1,1,0,9,2,2,7,5
44171,23,20,1,0,0,4,1,4,11,3
44172,524,349,125,22,3,4,52,82,343,43
44173,31,24,4,0,0,5,5,12,5,4
44174,47,34,3,0,0,16,5,10,11,5
44175,81,57,7,3,0,6,6,19,36,14
44176,40,34,3,0,0,2,5,6,20,7
44178,57,47,4,1,0,13,2,13,21,8
44179,105,76,16,2,0,8,14,20,51,12
44180,182,130,27,6,2,43,17,29,67,26
44182,140,104,15,2,0,5,11,19,95,10
44183,58,41,6,0,0,6,9,11,27,5
44184,2043,1447,356,83,22,7,152,171,1395,318
44185,92,59,19,2,1,1,5,19,59,8
44186,175,128,24,5,0,12,13,25,100,25
44187,139,98,22,2,2,17,6,32,73,11
44188,285,203,48,8,2,19,19,43,173,31
44189,36,27,6,1,0,1,3,7,16,9
44190,582,420,94,15,4,0,15,36,441,90
44192,48,34,9,1,0,5,11,8,19,5
44193,33,22,3,1,0,2,1,5,18,7
44194,232,175,42,5,1,2,17,30,158,25
44195,253,187,42,6,4,4,13,23,181,32
44196,23,19,2,0,0,2,1,5,13,2
44197,43,33,3,1,0,13,1,8,13,8
44198,349,234,80,19,0,10,43,60,218,18
44199,43,31,5,0,1,7,8,9,13,6
44200,4,2,1,0,0,1,0,0,1,2
44201,173,136,14,3,0,8,8,11,128,18
44202,47,39,5,1,0,9,7,7,16,8
44203,36,32,1,0,0,0,3,8,20,5
44204,287,206,46,12,2,3,26,49,189,20
44205,46,33,10,2,0,4,2,10,22,8
44206,40,32,3,1,0,9,3,6,15,7
44207,23,17,3,1,0,7,1,4,7,4
44208,24,19,1,0,0,7,2,3,8,4
44209,282,182,68,14,1,4,23,61,176,18
44210,344,237,69,15,2,1,24,36,254,29
44211,198,149,10,3,0,31,14,18,119,16
44212,325,236,56,9,2,37,27,41,186,34
44213,213,163,29,4,0,29,24,38,99,23
44214,52,40,4,1,0,11,4,17,13,7
44215,776,537,143,30,8,14,62,66,543,91
44216,113,88,14,5,0,19,18,12,49,15
44217,228,151,43,11,2,6,25,48,138,11
44218,17,15,1,1,0,4,3,5,2,3
44220,32,26,1,0,0,2,0,8,13,9
44221,23,20,1,0,0,3,2,6,8,4
44222,16,14,1,0,0,3,3,2,5,3
44223,87,63,12,5,0,0,9,15,53,10
44224,33,22,4,1,0,7,6,7,9,4
45001,4,4,0,0,0,1,0,0,1,2
45002,7,5,0,0,0,3,1,1,1,1
45004,401,259,84,22,6,6,34,43,268,50
45005,7,5,0,0,0,4,0,2,0,1
45006,28,16,7,5,0,2,4,0,17,5
45008,65,39,17,5,0,0,7,3,50,5
45009,20,17,1,0,0,3,0,6,8,3
45010,33,22,7,2,0,2,4,8,14,5
45011,7,4,0,0,0,5,0,0,1,1
45012,3,3,0,0,0,0,0,0,2,1
45013,5,4,1,0,0,0,0,1,3,1
45014,11,10,1,0,0,3,1,2,3,2
45015,19,13,4,1,0,3,4,3,5,4
45016,20,17,1,1,0,7,1,2,8,2
45017,10,9,0,0,0,6,0,1,1,2
45018,13,8,2,1,0,0,1,2,9,1
45019,14,11,1,0,0,2,2,3,5,2
45020,21,14,3,0,0,3,1,7,7,3
45021,3,2,0,0,0,0,0,1,1,1
45022,8,8,0,0,0,2,2,1,1,2
45023,3,2,0,0,0,1,0,0,1,1
45024,71,46,12,4,0,1,5,6,51,8
45025,37,27,5,2,0,3,6,3,17,8
45026,18,12,3,0,0,2,1,4,9,2
45027,7,6,0,0,0,4,0,0,2,1
45028,214,152,25,6,0,1,19,15,151,28
45029,32,24,5,1,0,3,5,5,14,5
45030,84,56,13,7,0,3,9,8,46,18
45031,76,54,15,3,0,3,10,8,39,16
45032,6,6,0,0,0,1,0,1,3,1
45033,6,6,0,0,0,4,0,0,0,2
45034,52,32,4,8,4,2,4,1,37,8
45035,29,23,4,0,0,1,4,5,13,6
45036,16,12,2,0,0,2,2,2,7,3
45037,5,4,1,0,0,0,0,1,2,2
45038,7,6,0,0,0,2,0,0,3,2
45039,29,20,6,1,0,5,2,2,17,3
45040,60,46,8,3,0,3,2,7,37,11
45041,2,1,0,0,0,1,0,0,0,1
45042,34,26,5,0,0,1,1,9,19,4
45043,16,14,1,0,0,0,3,4,7,2
45044,7,5,0,0,0,1,0,1,3,2
45045,5,5,0,0,0,1,0,3,0,1
45046,16,14,1,0,0,3,2,0,7,4
45047,6,6,0,0,0,0,1,1,3,1
45049,16,11,3,0,0,1,2,3,8,2
45050,23,19,2,1,0,1,4,5,10,3
45051,56,43,6,2,0,9,11,13,20,3
45052,1,1,0,0,0,1,0,0,0,0
45053,172,114,34,7,0,2,28,24,98,20
45054,9,7,0,0,0,0,1,2,4,2
45055,7,6,1,0,0,0,2,1,0,4
45056,8,8,0,0,0,3,0,3,1,1
45058,2,2,0,0,0,0,0,1,0,1
45059,5,4,0,0,0,1,1,0,2,1
45060,18,14,2,1,0,1,3,2,8,4
45061,41,32,6,1,0,1,7,6,23,4
45062,43,26,13,2,0,0,4,11,24,4
45063,20,18,0,0,0,5,0,0,14,1
45064,11,10,1,0,0,4,0,0,5,2
45065,6,3,0,0,0,2,1,1,1,1
45066,5,5,0,0,0,0,0,1,2,2
45067,111,82,15,7,0,2,20,37,41,11
45068,272,195,36,8,4,13,20,69,146,24
45069,19,14,1,1,0,2,2,3,8,4
45070,4,3,1,0,0,2,0,0,1,1
45072,17,11,4,0,0,1,1,4,8,3
45073,19,17,1,0,0,3,2,4,8,2
45074,4,3,0,0,0,1,1,0,0,2
45075,262,182,51,10,5,0,15,30,181,36
45076,5,4,0,0,0,1,0,3,0,1
45077,7,7,0,0,0,3,0,0,1,3
45078,6,5,0,0,0,1,1,1,2,1
45079,4,3,0,0,0,1,0,1,1,1
45080,13,12,0,0,0,3,0,2,5,3
45081,20,15,2,0,0,5,1,5,6,3
45082,242,187,34,6,3,4,19,40,145,34
45083,98,71,16,4,1,4,9,12,58,15
45084,11,9,1,0,0,1,1,2,6,1
45085,69,49,12,3,0,2,5,7,43,12
45086,6,6,0,0,0,2,0,0,3,1
45087,69,57,7,1,0,5,8,6,39,11
45088,10,9,0,0,0,6,0,3,0,1
45089,241,173,42,8,2,0,14,24,177,26
45091,4,2,0,0,0,0,0,0,3,1
45092,25,19,5,0,0,1,4,10,6,4
45093,58,41,8,2,0,5,7,10,30,6
45094,5,5,0,0,0,0,0,1,3,1
45095,44,33,6,1,0,4,3,8,19,10
45096,12,11,0,0,0,3,0,3,4,2
45097,29,25,3,0,0,3,6,4,13,3
45098,84,67,8,2,0,5,7,12,46,14
45099,8,7,0,0,0,3,1,0,3,1
45100,12,11,1,0,0,0,1,0,9,2
45101,11,9,0,0,0,1,1,1,7,1
45102,7,5,1,0,0,0,0,1,5,1
45103,39,32,5,1,0,3,4,6,22,4
45104,49,37,8,2,0,4,3,17,17,8
45105,5,4,0,0,0,4,0,0,0,1
45107,5,4,1,0,0,3,0,0,1,1
45108,67,47,13,1,0,5,12,15,29,6
45109,8,8,0,0,0,2,0,2,2,2
45110,4,4,0,0,0,1,0,1,1,1
45111,6,6,0,0,0,0,0,1,4,1
45112,7,6,0,0,0,1,1,2,1,2
